order_item_id,order_id,product_id,quantity,unit_price,total_price
OI001208,O000169,P0188,1,252.61,252.61
OI001209,O000274,P0038,4,68.52,274.08
OI001210,O000087,P0150,5,172.48,862.4
OI001211,O000377,P0066,5,55.48,277.4
OI001212,O000182,P0049,5,210.17,1050.85
OI001213,O000261,P0028,4,46.28,185.12
OI001214,O000048,P0149,3,60.85,182.55
OI001215,O000666,P0026,2,120.5,241.0
OI001216,O000872,P0134,5,39.68,198.4
OI001217,O000911,P0059,3,193.41,580.23
OI001218,O000068,P0041,2,329.52,659.04
OI001219,O000803,P0020,5,244.35,1221.75
OI001220,O000196,P0173,3,93.0,279.0
OI001221,O000507,P0147,3,323.57,970.71
OI001222,O000954,P0112,3,101.84,305.52
OI001223,O000880,P0194,5,284.46,1422.3
OI001224,O000687,P0118,5,118.57,592.85
OI001225,O000677,P0139,3,175.56,526.68
OI001226,O000549,P0130,4,113.44,453.76
OI001227,O000205,P0037,4,163.56,654.24
OI001228,O000973,P0161,5,98.07,490.35
OI001229,O000562,P0183,5,79.24,396.2
OI001230,O000593,P0088,3,107.19,321.57
OI001231,O000212,P0168,3,72.78,218.34
OI001232,O000971,P0039,4,281.89,1127.56
OI001233,O000198,P0052,5,81.47,407.35
OI001234,O000012,P0161,3,98.07,294.21
OI001235,O000046,P0051,3,136.99,410.97
OI001236,O000538,P0021,5,115.8,579.0
OI001237,O000814,P0050,4,115.95,463.8
OI001238,O000836,P0098,1,87.52,87.52
OI001239,O000889,P0018,4,368.51,1474.04
OI001240,O000756,P0003,3,251.79,755.37
OI001241,O000904,P0128,3,81.48,244.44
OI001242,O000528,P0165,4,133.56,534.24
OI001243,O000175,P0188,5,252.61,1263.05
OI001244,O000852,P0105,2,184.9,369.8
OI001245,O000498,P0125,3,339.63,1018.89
OI001246,O000468,P0075,2,101.68,203.36
OI001247,O000755,P0064,2,105.72,211.44
OI001248,O000869,P0049,1,210.17,210.17
OI001249,O000318,P0060,1,71.75,71.75
OI001250,O000506,P0170,5,97.07,485.35
OI001251,O000441,P0034,2,118.3,236.6
OI001252,O000527,P0140,4,420.42,1681.68
OI001253,O000146,P0133,2,447.5,895.0
OI001254,O000351,P0107,1,246.04,246.04
OI001255,O000149,P0014,1,160.43,160.43
OI001256,O000921,P0193,3,76.48,229.44
OI001257,O000146,P0041,2,329.52,659.04
OI001258,O000776,P0056,4,175.19,700.76
OI001259,O000240,P0040,1,73.43,73.43
OI001260,O000219,P0108,2,73.46,146.92
OI001261,O000103,P0051,2,136.99,273.98
OI001262,O000148,P0084,1,100.61,100.61
OI001263,O000552,P0143,4,31.09,124.36
OI001264,O000926,P0037,3,163.56,490.68
OI001265,O000061,P0079,1,116.9,116.9
OI001266,O000265,P0061,1,68.73,68.73
OI001267,O000722,P0080,1,282.38,282.38
OI001268,O000745,P0085,4,82.19,328.76
OI001269,O000966,P0187,4,36.09,144.36
OI001270,O000330,P0100,1,83.19,83.19
OI001271,O000233,P0199,4,341.73,1366.92
OI001272,O000459,P0170,2,97.07,194.14
OI001273,O000836,P0075,4,101.68,406.72
OI001274,O000850,P0108,2,73.46,146.92
OI001275,O000208,P0111,3,80.09,240.27
OI001276,O000105,P0056,4,175.19,700.76
OI001277,O000823,P0160,2,92.71,185.42
OI001278,O000472,P0158,3,93.37,280.11
OI001279,O000713,P0057,1,429.62,429.62
OI001280,O000929,P0044,4,83.65,334.6
OI001281,O000732,P0081,1,78.99,78.99
OI001282,O000946,P0085,3,82.19,246.57
OI001283,O000037,P0153,4,83.43,333.72
OI001284,O000183,P0108,1,73.46,73.46
OI001285,O000251,P0022,2,111.65,223.3
OI001286,O000018,P0038,5,68.52,342.6
OI001287,O000614,P0126,1,57.21,57.21
OI001288,O000966,P0052,3,81.47,244.41
OI001289,O000062,P0099,4,136.69,546.76
OI001290,O000444,P0004,3,289.27,867.81
OI001291,O000052,P0008,3,76.87,230.61
OI001292,O000116,P0060,2,71.75,143.5
OI001293,O000313,P0087,2,76.86,153.72
OI001294,O000183,P0058,5,390.27,1951.35
OI001295,O000967,P0179,1,423.2,423.2
OI001296,O000390,P0039,4,281.89,1127.56
OI001297,O000391,P0014,5,160.43,802.15
OI001298,O000404,P0182,3,99.66,298.98
OI001299,O000535,P0125,5,339.63,1698.15
OI001300,O000434,P0199,4,341.73,1366.92
OI001301,O000542,P0150,5,172.48,862.4
OI001302,O000466,P0053,3,89.14,267.42
OI001303,O000792,P0154,3,418.25,1254.75
OI001304,O000872,P0126,3,57.21,171.63
OI001305,O000943,P0104,3,53.78,161.34
OI001306,O000527,P0132,3,67.76,203.28
OI001307,O000810,P0115,2,47.59,95.18
OI001308,O000262,P0147,3,323.57,970.71
OI001309,O000261,P0121,1,79.61,79.61
OI001310,O000429,P0014,5,160.43,802.15
OI001311,O000472,P0172,3,71.84,215.52
OI001312,O000138,P0197,4,188.73,754.92
OI001313,O000310,P0059,2,193.41,386.82
OI001314,O000118,P0134,1,39.68,39.68
OI001315,O000990,P0187,1,36.09,36.09
OI001316,O000417,P0035,5,46.2,231.0
OI001317,O000525,P0162,1,274.18,274.18
OI001318,O000270,P0061,5,68.73,343.65
OI001319,O000155,P0194,5,284.46,1422.3
OI001320,O000968,P0175,5,226.29,1131.45
OI001321,O000728,P0126,3,57.21,171.63
OI001322,O000562,P0033,5,69.13,345.65
OI001323,O000662,P0114,3,100.79,302.37
OI001324,O000344,P0165,5,133.56,667.8
OI001325,O000031,P0092,3,251.54,754.62
OI001326,O000700,P0160,1,92.71,92.71
OI001327,O000319,P0079,5,116.9,584.5
OI001328,O000054,P0148,2,300.56,601.12
OI001329,O000623,P0190,1,109.52,109.52
OI001330,O000499,P0152,1,124.65,124.65
OI001331,O000621,P0088,2,107.19,214.38
OI001332,O000162,P0015,4,75.36,301.44
OI001333,O000509,P0109,4,269.31,1077.24
OI001334,O000107,P0020,3,244.35,733.05
OI001335,O000219,P0113,3,20.11,60.33
OI001336,O000893,P0169,2,260.33,520.66
OI001337,O000799,P0015,1,75.36,75.36
OI001338,O000809,P0021,4,115.8,463.2
OI001339,O000986,P0152,2,124.65,249.3
OI001340,O000880,P0188,1,252.61,252.61
OI001341,O000656,P0117,5,227.62,1138.1
OI001342,O000436,P0029,5,137.48,687.4
OI001343,O000646,P0069,5,31.34,156.7
OI001344,O000799,P0070,2,104.08,208.16
OI001345,O000574,P0081,2,78.99,157.98
OI001346,O000890,P0077,3,59.39,178.17
OI001347,O000614,P0094,5,76.44,382.2
OI001348,O000026,P0089,2,137.76,275.52
OI001349,O000094,P0073,4,112.77,451.08
OI001350,O000309,P0199,2,341.73,683.46
OI001351,O000526,P0020,2,244.35,488.7
OI001352,O000642,P0133,1,447.5,447.5
OI001353,O000079,P0158,5,93.37,466.85
OI001354,O000867,P0135,2,118.42,236.84
OI001355,O000912,P0020,5,244.35,1221.75
OI001356,O000564,P0200,3,98.0,294.0
OI001357,O000525,P0162,4,274.18,1096.72
OI001358,O000557,P0047,1,308.95,308.95
OI001359,O000050,P0095,1,300.44,300.44
OI001360,O000614,P0146,4,62.75,251.0
OI001361,O000239,P0024,1,81.07,81.07
OI001362,O000090,P0033,2,69.13,138.26
OI001363,O000988,P0151,5,373.89,1869.45
OI001364,O000059,P0104,2,53.78,107.56
OI001365,O000397,P0054,3,31.28,93.84
OI001366,O000750,P0080,1,282.38,282.38
OI001367,O000322,P0196,4,97.68,390.72
OI001368,O000881,P0050,1,115.95,115.95
OI001369,O000656,P0144,4,71.73,286.92
OI001370,O000815,P0066,3,55.48,166.44
OI001371,O000924,P0154,3,418.25,1254.75
OI001372,O000267,P0073,4,112.77,451.08
OI001373,O000443,P0062,4,71.74,286.96
OI001374,O000439,P0100,1,83.19,83.19
OI001375,O000684,P0120,5,55.36,276.8
OI001376,O000668,P0052,1,81.47,81.47
OI001377,O000320,P0027,2,38.79,77.58
OI001378,O000114,P0160,2,92.71,185.42
OI001379,O000917,P0106,2,121.07,242.14
OI001380,O000119,P0117,4,227.62,910.48
OI001381,O000334,P0086,3,69.43,208.29
OI001382,O000590,P0200,5,98.0,490.0
OI001383,O000991,P0026,5,120.5,602.5
OI001384,O000404,P0010,1,48.48,48.48
OI001385,O000794,P0145,5,45.17,225.85
OI001386,O000944,P0157,3,329.97,989.91
OI001387,O000394,P0085,2,82.19,164.38
OI001388,O000705,P0129,4,43.04,172.16
OI001389,O000151,P0191,2,267.43,534.86
OI001390,O000540,P0052,5,81.47,407.35
OI001391,O000067,P0159,3,86.03,258.09
OI001392,O000712,P0056,5,175.19,875.95
OI001393,O000674,P0003,5,251.79,1258.95
OI001394,O000195,P0057,5,429.62,2148.1
OI001395,O000157,P0168,3,72.78,218.34
OI001396,O000512,P0034,5,118.3,591.5
OI001397,O000243,P0076,1,79.1,79.1
OI001398,O000171,P0030,3,45.34,136.02
OI001399,O000341,P0109,2,269.31,538.62
OI001400,O000452,P0175,5,226.29,1131.45
OI001401,O000865,P0128,5,81.48,407.4
OI001402,O000662,P0181,4,59.13,236.52
OI001403,O000657,P0163,2,124.01,248.02
OI001404,O000153,P0173,1,93.0,93.0
OI001405,O000917,P0092,2,251.54,503.08
OI001406,O000506,P0108,5,73.46,367.3
OI001407,O000897,P0191,4,267.43,1069.72
OI001408,O000137,P0127,3,56.63,169.89
OI001409,O000353,P0050,4,115.95,463.8
OI001410,O000934,P0144,2,71.73,143.46
OI001411,O000589,P0082,1,108.55,108.55
OI001412,O000571,P0050,5,115.95,579.75
OI001413,O000973,P0098,2,87.52,175.04
OI001414,O000001,P0159,1,86.03,86.03
OI001415,O000983,P0027,5,38.79,193.95
OI001416,O000662,P0199,2,341.73,683.46
OI001417,O000833,P0149,1,60.85,60.85
OI001418,O000248,P0056,5,175.19,875.95
OI001419,O000218,P0004,2,289.27,578.54
OI001420,O000052,P0047,5,308.95,1544.75
OI001421,O000102,P0074,4,68.57,274.28
OI001422,O000394,P0001,4,205.63,822.52
OI001423,O000925,P0072,2,138.56,277.12
OI001424,O000012,P0182,4,99.66,398.64
OI001425,O000234,P0010,5,48.48,242.4
OI001426,O000633,P0128,3,81.48,244.44
OI001427,O000978,P0094,2,76.44,152.88
OI001428,O000939,P0184,2,93.76,187.52
OI001429,O000352,P0056,1,175.19,175.19
OI001430,O000622,P0097,1,24.44,24.44
OI001431,O000367,P0130,3,113.44,340.32
OI001432,O000220,P0015,1,75.36,75.36
OI001433,O000318,P0095,1,300.44,300.44
OI001434,O000729,P0111,1,80.09,80.09
OI001435,O000970,P0020,4,244.35,977.4
OI001436,O000161,P0065,3,107.74,323.22
OI001437,O000333,P0087,4,76.86,307.44
OI001438,O000903,P0156,2,33.32,66.64
OI001439,O000040,P0187,5,36.09,180.45
OI001440,O000328,P0194,1,284.46,284.46
OI001441,O000083,P0167,4,107.33,429.32
OI001442,O000829,P0096,2,65.44,130.88
OI001443,O000550,P0147,3,323.57,970.71
OI001444,O000214,P0145,4,45.17,180.68
OI001445,O000660,P0155,1,81.82,81.82
OI001446,O000390,P0084,1,100.61,100.61
OI001447,O000675,P0184,2,93.76,187.52
OI001448,O000430,P0116,4,345.28,1381.12
OI001449,O000181,P0118,3,118.57,355.71
OI001450,O000826,P0037,3,163.56,490.68
OI001451,O000409,P0163,1,124.01,124.01
OI001452,O000144,P0051,2,136.99,273.98
OI001453,O000547,P0053,3,89.14,267.42
OI001454,O000938,P0088,4,107.19,428.76
OI001455,O000451,P0122,2,112.3,224.6
OI001456,O000850,P0096,5,65.44,327.2
OI001457,O000333,P0034,1,118.3,118.3
OI001458,O000956,P0149,5,60.85,304.25
OI001459,O000645,P0113,4,20.11,80.44
OI001460,O000268,P0052,1,81.47,81.47
OI001461,O000300,P0107,5,246.04,1230.2
OI001462,O000259,P0152,3,124.65,373.95
OI001463,O000276,P0176,3,215.29,645.87
OI001464,O000780,P0062,4,71.74,286.96
OI001465,O000225,P0088,5,107.19,535.95
OI001466,O000539,P0178,2,284.43,568.86
OI001467,O000469,P0112,1,101.84,101.84
OI001468,O000685,P0009,4,220.03,880.12
OI001469,O000526,P0037,2,163.56,327.12
OI001470,O000729,P0007,3,360.51,1081.53
OI001471,O000679,P0132,4,67.76,271.04
OI001472,O000761,P0012,2,45.12,90.24
OI001473,O000112,P0020,4,244.35,977.4
OI001474,O000851,P0001,1,205.63,205.63
OI001475,O000910,P0046,2,93.66,187.32
OI001476,O000055,P0012,3,45.12,135.36
OI001477,O000623,P0048,5,22.94,114.7
OI001478,O000590,P0029,3,137.48,412.44
OI001479,O000709,P0171,5,98.58,492.9
OI001480,O000342,P0101,1,29.46,29.46
OI001481,O000640,P0130,3,113.44,340.32
OI001482,O000017,P0141,2,247.81,495.62
OI001483,O000800,P0065,5,107.74,538.7
OI001484,O000452,P0145,3,45.17,135.51
OI001485,O000208,P0001,1,205.63,205.63
OI001486,O000158,P0044,4,83.65,334.6
OI001487,O000144,P0020,3,244.35,733.05
OI001488,O000601,P0139,1,175.56,175.56
OI001489,O000383,P0157,1,329.97,329.97
OI001490,O000885,P0039,2,281.89,563.78
OI001491,O000020,P0150,1,172.48,172.48
OI001492,O000728,P0104,5,53.78,268.9
OI001493,O000735,P0178,4,284.43,1137.72
OI001494,O000077,P0147,2,323.57,647.14
OI001495,O000956,P0094,3,76.44,229.32
OI001496,O000609,P0117,3,227.62,682.86
OI001497,O000762,P0120,3,55.36,166.08
OI001498,O000353,P0112,3,101.84,305.52
OI001499,O000004,P0192,5,233.79,1168.95
OI001500,O000061,P0020,4,244.35,977.4
OI001501,O000357,P0191,1,267.43,267.43
OI001502,O000134,P0011,5,332.11,1660.55
OI001503,O000869,P0045,5,55.08,275.4
OI001504,O000047,P0084,4,100.61,402.44
OI001505,O000970,P0045,3,55.08,165.24
OI001506,O000970,P0119,4,37.99,151.96
OI001507,O000064,P0043,5,62.64,313.2
OI001508,O000645,P0055,5,99.52,497.6
OI001509,O000147,P0174,2,347.83,695.66
OI001510,O000556,P0173,2,93.0,186.0
OI001511,O000102,P0066,3,55.48,166.44
OI001512,O000791,P0174,1,347.83,347.83
OI001513,O000312,P0075,4,101.68,406.72
OI001514,O000267,P0086,3,69.43,208.29
OI001515,O000503,P0082,1,108.55,108.55
OI001516,O000961,P0050,1,115.95,115.95
OI001517,O000935,P0003,4,251.79,1007.16
OI001518,O000770,P0192,5,233.79,1168.95
OI001519,O000376,P0149,4,60.85,243.4
OI001520,O000324,P0188,3,252.61,757.83
OI001521,O000925,P0018,4,368.51,1474.04
OI001522,O000053,P0039,1,281.89,281.89
OI001523,O000837,P0001,3,205.63,616.89
OI001524,O000732,P0054,1,31.28,31.28
OI001525,O000859,P0173,1,93.0,93.0
OI001526,O000005,P0041,4,329.52,1318.08
OI001527,O000359,P0006,3,64.76,194.28
OI001528,O000488,P0009,2,220.03,440.06
OI001529,O000688,P0118,3,118.57,355.71
OI001530,O000228,P0195,1,68.25,68.25
OI001531,O000660,P0068,2,67.6,135.2
OI001532,O000052,P0100,2,83.19,166.38
OI001533,O000997,P0077,3,59.39,178.17
OI001534,O000929,P0124,2,83.79,167.58
OI001535,O000978,P0004,2,289.27,578.54
OI001536,O000327,P0046,1,93.66,93.66
OI001537,O000534,P0167,1,107.33,107.33
OI001538,O000543,P0066,5,55.48,277.4
OI001539,O000636,P0156,2,33.32,66.64
OI001540,O000637,P0130,1,113.44,113.44
OI001541,O000465,P0020,2,244.35,488.7
OI001542,O000847,P0148,4,300.56,1202.24
OI001543,O000593,P0100,2,83.19,166.38
OI001544,O000421,P0090,4,105.69,422.76
OI001545,O000875,P0048,2,22.94,45.88
OI001546,O000097,P0067,4,337.1,1348.4
OI001547,O000169,P0100,3,83.19,249.57
OI001548,O000537,P0055,3,99.52,298.56
OI001549,O000216,P0131,1,93.84,93.84
OI001550,O000018,P0051,3,136.99,410.97
OI001551,O000550,P0044,1,83.65,83.65
OI001552,O000713,P0072,2,138.56,277.12
OI001553,O000431,P0038,4,68.52,274.08
OI001554,O000362,P0173,1,93.0,93.0
OI001555,O000818,P0104,3,53.78,161.34
OI001556,O000543,P0105,3,184.9,554.7
OI001557,O000280,P0132,3,67.76,203.28
OI001558,O000532,P0096,1,65.44,65.44
OI001559,O000606,P0055,4,99.52,398.08
OI001560,O000321,P0019,5,67.31,336.55
OI001561,O000196,P0008,1,76.87,76.87
OI001562,O000350,P0095,4,300.44,1201.76
OI001563,O000770,P0173,2,93.0,186.0
OI001564,O000479,P0004,2,289.27,578.54
OI001565,O000539,P0024,4,81.07,324.28
OI001566,O000350,P0146,1,62.75,62.75
OI001567,O000392,P0005,3,283.06,849.18
OI001568,O000558,P0154,1,418.25,418.25
OI001569,O000375,P0064,5,105.72,528.6
OI001570,O000691,P0093,2,133.0,266.0
OI001571,O000463,P0184,3,93.76,281.28
OI001572,O000436,P0130,2,113.44,226.88
OI001573,O000741,P0166,1,114.06,114.06
OI001574,O000428,P0072,4,138.56,554.24
OI001575,O000649,P0198,1,267.05,267.05
OI001576,O000391,P0182,1,99.66,99.66
OI001577,O000338,P0117,5,227.62,1138.1
OI001578,O000466,P0093,2,133.0,266.0
OI001579,O000812,P0013,3,204.47,613.41
OI001580,O000869,P0125,1,339.63,339.63
OI001581,O000074,P0149,1,60.85,60.85
OI001582,O000721,P0147,3,323.57,970.71
OI001583,O000826,P0023,5,260.5,1302.5
OI001584,O000889,P0079,1,116.9,116.9
OI001585,O000893,P0091,4,53.61,214.44
OI001586,O000211,P0140,2,420.42,840.84
OI001587,O000311,P0058,1,390.27,390.27
OI001588,O000383,P0066,2,55.48,110.96
OI001589,O000455,P0064,5,105.72,528.6
OI001590,O000440,P0106,2,121.07,242.14
OI001591,O000435,P0026,5,120.5,602.5
OI001592,O000759,P0030,5,45.34,226.7
OI001593,O000143,P0033,2,69.13,138.26
OI001594,O000017,P0133,5,447.5,2237.5
OI001595,O000401,P0028,1,46.28,46.28
OI001596,O000390,P0158,2,93.37,186.74
OI001597,O000604,P0009,4,220.03,880.12
OI001598,O000893,P0032,3,98.45,295.35
OI001599,O000577,P0124,5,83.79,418.95
OI001600,O000184,P0086,2,69.43,138.86
OI001601,O000393,P0010,5,48.48,242.4
OI001602,O000395,P0059,1,193.41,193.41
OI001603,O000397,P0059,4,193.41,773.64
OI001604,O000672,P0031,2,88.15,176.3
OI001605,O000326,P0012,1,45.12,45.12
OI001606,O000282,P0009,3,220.03,660.09
OI001607,O000287,P0065,4,107.74,430.96
OI001608,O000821,P0161,4,98.07,392.28
OI001609,O000157,P0066,5,55.48,277.4
OI001610,O000822,P0010,4,48.48,193.92
OI001611,O000059,P0082,2,108.55,217.1
OI001612,O000903,P0158,2,93.37,186.74
OI001613,O000287,P0035,5,46.2,231.0
OI001614,O000335,P0066,3,55.48,166.44
OI001615,O000897,P0189,5,131.12,655.6
OI001616,O000195,P0185,3,333.87,1001.61
OI001617,O000496,P0197,2,188.73,377.46
OI001618,O000551,P0190,3,109.52,328.56
OI001619,O000683,P0197,5,188.73,943.65
OI001620,O000764,P0019,2,67.31,134.62
OI001621,O000240,P0184,2,93.76,187.52
OI001622,O000789,P0183,2,79.24,158.48
OI001623,O000869,P0133,4,447.5,1790.0
OI001624,O000527,P0124,3,83.79,251.37
OI001625,O000754,P0068,4,67.6,270.4
OI001626,O000934,P0129,2,43.04,86.08
OI001627,O000871,P0192,4,233.79,935.16
OI001628,O000929,P0043,2,62.64,125.28
OI001629,O000016,P0041,1,329.52,329.52
OI001630,O000237,P0167,3,107.33,321.99
OI001631,O000743,P0057,4,429.62,1718.48
OI001632,O000866,P0186,4,59.97,239.88
OI001633,O000735,P0097,5,24.44,122.2
OI001634,O000673,P0096,1,65.44,65.44
OI001635,O000279,P0040,3,73.43,220.29
OI001636,O000351,P0197,4,188.73,754.92
OI001637,O000583,P0014,2,160.43,320.86
OI001638,O000683,P0172,3,71.84,215.52
OI001639,O000561,P0053,2,89.14,178.28
OI001640,O000096,P0155,3,81.82,245.46
OI001641,O000870,P0045,5,55.08,275.4
OI001642,O000653,P0053,3,89.14,267.42
OI001643,O000002,P0188,1,252.61,252.61
OI001644,O000292,P0044,2,83.65,167.3
OI001645,O000186,P0067,2,337.1,674.2
OI001646,O000279,P0191,4,267.43,1069.72
OI001647,O000467,P0171,1,98.58,98.58
OI001648,O000287,P0163,4,124.01,496.04
OI001649,O000922,P0177,4,271.9,1087.6
OI001650,O000036,P0091,4,53.61,214.44
OI001651,O000915,P0114,1,100.79,100.79
OI001652,O000692,P0120,2,55.36,110.72
OI001653,O000489,P0176,1,215.29,215.29
OI001654,O000251,P0162,5,274.18,1370.9
OI001655,O000805,P0126,5,57.21,286.05
OI001656,O000048,P0127,3,56.63,169.89
OI001657,O000407,P0057,3,429.62,1288.86
OI001658,O000141,P0044,5,83.65,418.25
OI001659,O000008,P0169,1,260.33,260.33
OI001660,O000380,P0081,5,78.99,394.95
OI001661,O000623,P0049,1,210.17,210.17
OI001662,O000336,P0067,1,337.1,337.1
OI001663,O000258,P0121,5,79.61,398.05
OI001664,O000247,P0074,1,68.57,68.57
OI001665,O000671,P0174,2,347.83,695.66
OI001666,O000669,P0129,5,43.04,215.2
OI001667,O000223,P0044,5,83.65,418.25
OI001668,O000033,P0169,4,260.33,1041.32
OI001669,O000473,P0183,3,79.24,237.72
OI001670,O000856,P0072,5,138.56,692.8
OI001671,O000571,P0007,5,360.51,1802.55
OI001672,O000940,P0011,1,332.11,332.11
OI001673,O000276,P0139,2,175.56,351.12
OI001674,O000106,P0044,5,83.65,418.25
OI001675,O000177,P0092,4,251.54,1006.16
OI001676,O000379,P0130,4,113.44,453.76
OI001677,O000554,P0183,3,79.24,237.72
OI001678,O000807,P0174,1,347.83,347.83
OI001679,O000077,P0031,1,88.15,88.15
OI001680,O000270,P0131,3,93.84,281.52
OI001681,O000010,P0039,2,281.89,563.78
OI001682,O000543,P0185,1,333.87,333.87
OI001683,O000105,P0062,5,71.74,358.7
OI001684,O000112,P0137,4,98.66,394.64
OI001685,O000528,P0029,2,137.48,274.96
OI001686,O000806,P0038,3,68.52,205.56
OI001687,O000121,P0152,4,124.65,498.6
OI001688,O000034,P0158,2,93.37,186.74
OI001689,O000727,P0148,3,300.56,901.68
OI001690,O000563,P0112,4,101.84,407.36
OI001691,O000594,P0017,2,48.14,96.28
OI001692,O000070,P0039,5,281.89,1409.45
OI001693,O000787,P0179,2,423.2,846.4
OI001694,O000472,P0187,1,36.09,36.09
OI001695,O000822,P0004,2,289.27,578.54
OI001696,O000281,P0154,3,418.25,1254.75
OI001697,O000767,P0129,3,43.04,129.12
OI001698,O000881,P0104,4,53.78,215.12
OI001699,O000654,P0139,4,175.56,702.24
OI001700,O000554,P0052,3,81.47,244.41
OI001701,O000121,P0080,2,282.38,564.76
OI001702,O000848,P0124,4,83.79,335.16
OI001703,O000311,P0043,5,62.64,313.2
OI001704,O000250,P0004,1,289.27,289.27
OI001705,O000252,P0017,1,48.14,48.14
OI001706,O000501,P0108,5,73.46,367.3
OI001707,O000443,P0034,2,118.3,236.6
OI001708,O000755,P0024,5,81.07,405.35
OI001709,O000953,P0146,5,62.75,313.75
OI001710,O000678,P0114,5,100.79,503.95
OI001711,O000512,P0141,4,247.81,991.24
OI001712,O000886,P0090,3,105.69,317.07
OI001713,O000155,P0074,3,68.57,205.71
OI001714,O000161,P0101,2,29.46,58.92
OI001715,O000283,P0125,2,339.63,679.26
OI001716,O000742,P0187,1,36.09,36.09
OI001717,O000401,P0029,2,137.48,274.96
OI001718,O000979,P0176,1,215.29,215.29
OI001719,O000765,P0188,4,252.61,1010.44
OI001720,O000474,P0170,1,97.07,97.07
OI001721,O000265,P0182,1,99.66,99.66
OI001722,O000398,P0097,4,24.44,97.76
OI001723,O000210,P0029,3,137.48,412.44
OI001724,O000444,P0074,4,68.57,274.28
OI001725,O000987,P0033,1,69.13,69.13
OI001726,O000764,P0129,5,43.04,215.2
OI001727,O000067,P0152,5,124.65,623.25
OI001728,O000600,P0042,4,84.32,337.28
OI001729,O000099,P0013,2,204.47,408.94
OI001730,O000189,P0020,5,244.35,1221.75
OI001731,O000723,P0050,4,115.95,463.8
OI001732,O000805,P0138,3,117.83,353.49
OI001733,O000992,P0027,3,38.79,116.37
OI001734,O000980,P0025,3,83.25,249.75
OI001735,O000414,P0050,4,115.95,463.8
OI001736,O000526,P0023,5,260.5,1302.5
OI001737,O000015,P0024,1,81.07,81.07
OI001738,O000442,P0024,3,81.07,243.21
OI001739,O000902,P0178,1,284.43,284.43
OI001740,O000572,P0155,2,81.82,163.64
OI001741,O000646,P0114,1,100.79,100.79
OI001742,O000680,P0123,4,81.92,327.68
OI001743,O000575,P0166,4,114.06,456.24
OI001744,O000471,P0103,2,71.16,142.32
OI001745,O000483,P0158,4,93.37,373.48
OI001746,O000304,P0126,1,57.21,57.21
OI001747,O000491,P0189,3,131.12,393.36
OI001748,O000444,P0174,1,347.83,347.83
OI001749,O000997,P0069,3,31.34,94.02
OI001750,O000531,P0132,3,67.76,203.28
OI001751,O000704,P0094,1,76.44,76.44
OI001752,O000482,P0185,2,333.87,667.74
OI001753,O000522,P0055,3,99.52,298.56
OI001754,O000447,P0033,2,69.13,138.26
OI001755,O000778,P0007,3,360.51,1081.53
OI001756,O000034,P0062,2,71.74,143.48
OI001757,O000842,P0020,5,244.35,1221.75
OI001758,O000987,P0005,2,283.06,566.12
OI001759,O000640,P0019,1,67.31,67.31
OI001760,O000696,P0151,3,373.89,1121.67
OI001761,O000015,P0054,4,31.28,125.12
OI001762,O000004,P0050,5,115.95,579.75
OI001763,O000358,P0112,2,101.84,203.68
OI001764,O000202,P0162,3,274.18,822.54
OI001765,O000929,P0080,1,282.38,282.38
OI001766,O000749,P0019,3,67.31,201.93
OI001767,O000931,P0198,3,267.05,801.15
OI001768,O000347,P0016,4,75.2,300.8
OI001769,O000452,P0010,1,48.48,48.48
OI001770,O000138,P0098,1,87.52,87.52
OI001771,O000661,P0113,5,20.11,100.55
OI001772,O000558,P0075,4,101.68,406.72
OI001773,O000524,P0151,4,373.89,1495.56
OI001774,O000382,P0032,5,98.45,492.25
OI001775,O000016,P0134,3,39.68,119.04
OI001776,O000724,P0083,2,97.42,194.84
OI001777,O000906,P0119,2,37.99,75.98
OI001778,O000599,P0197,2,188.73,377.46
OI001779,O000656,P0029,1,137.48,137.48
OI001780,O000975,P0099,5,136.69,683.45
OI001781,O000740,P0151,5,373.89,1869.45
OI001782,O000756,P0124,2,83.79,167.58
OI001783,O000082,P0056,5,175.19,875.95
OI001784,O000641,P0038,5,68.52,342.6
OI001785,O000569,P0178,2,284.43,568.86
OI001786,O000603,P0131,1,93.84,93.84
OI001787,O000093,P0125,4,339.63,1358.52
OI001788,O000876,P0059,4,193.41,773.64
OI001789,O000196,P0084,4,100.61,402.44
OI001790,O000791,P0025,5,83.25,416.25
OI001791,O000433,P0122,2,112.3,224.6
OI001792,O000562,P0184,2,93.76,187.52
OI001793,O000065,P0174,4,347.83,1391.32
OI001794,O000191,P0046,3,93.66,280.98
OI001795,O000347,P0126,4,57.21,228.84
OI001796,O000223,P0141,3,247.81,743.43
OI001797,O000412,P0040,1,73.43,73.43
OI001798,O000017,P0090,4,105.69,422.76
OI001799,O000673,P0091,2,53.61,107.22
OI001800,O000204,P0157,1,329.97,329.97
OI001801,O000188,P0052,4,81.47,325.88
OI001802,O000016,P0108,4,73.46,293.84
OI001803,O000289,P0029,1,137.48,137.48
OI001804,O000691,P0183,1,79.24,79.24
OI001805,O000537,P0126,2,57.21,114.42
OI001806,O000504,P0170,5,97.07,485.35
OI001807,O000093,P0119,5,37.99,189.95
OI001808,O000152,P0009,3,220.03,660.09
OI001809,O000013,P0139,5,175.56,877.8
OI001810,O000799,P0069,4,31.34,125.36
OI001811,O000991,P0052,4,81.47,325.88
