order_id,customer_id,order_date,payment_method,order_status,sales_channel
O000968,C0064,2026-01-04,Shop Pay,Delivered,Store
O000969,C0234,2026-04-06,Debit Card,Cancelled,Online
O000970,C0112,2025-08-13,PayPal,Delivered,Online
O000971,C0214,2026-07-04,Debit Card,Delivered,Online
O000972,C0129,2026-01-14,Gift Card,Shipped,Store
O000973,C0211,2026-03-31,Credit Card,Shipped,Online
O000974,C0084,2026-06-02,Debit Card,Returned,Online
O000975,C0307,2026-04-05,PayPal,Returned,Store
O000976,C0201,2025-10-11,Gift Card,Cancelled,Online
O000977,C0330,2026-05-30,Credit Card,Delivered,Online
O000978,C0006,2026-02-21,Credit Card,Shipped,Online
O000979,C0177,2025-07-25,Gift Card,Delivered,Online
O000980,C0441,2026-03-13,Gift Card,Processing,Store
O000981,C0435,2025-11-12,Debit Card,Returned,Online
O000982,C0155,2026-04-14,PayPal,Delivered,Store
O000983,C0079,2025-12-04,Gift Card,Returned,Store
O000984,C0309,2025-12-03,Gift Card,Cancelled,Store
O000985,C0182,2025-12-16,Debit Card,Cancelled,Store
O000986,C0454,2025-09-10,Shop Pay,Delivered,Online
O000987,C0130,2025-08-20,Debit Card,Returned,Store
O000988,C0401,2025-08-19,Debit Card,Shipped,Store
O000989,C0438,2025-10-17,Debit Card,Shipped,Online
O000990,C0123,2026-06-20,PayPal,Processing,Online
O000991,C0006,2026-04-05,Gift Card,Cancelled,Store
O000992,C0448,2025-11-02,PayPal,Shipped,Online
O000993,C0201,2026-04-26,PayPal,Processing,Online
O000994,C0474,2025-10-01,Gift Card,Processing,Online
O000995,C0238,2026-02-19,Gift Card,Returned,Store
O000996,C0015,2026-07-08,Debit Card,Shipped,Store
O000997,C0269,2026-06-09,Debit Card,Processing,Online
O000998,C0299,2025-07-30,PayPal,Processing,Store
O000999,C0177,2026-02-07,Debit Card,Cancelled,Store
O001000,C0404,2025-08-03,Gift Card,Cancelled,Online
